Date,SBER.ME,VTBR.ME,TCSG.ME
2021-06-04,310.67999267578125,-6.985297679901123,5300.60009765625
2021-06-07,315.1099853515625,-7.006813049316406,5239.7998046875
2021-06-08,314.3999938964844,-7.135904788970947,5158.39990234375
2021-06-09,315.2699890136719,-7.32380485534668,5284.2001953125
2021-06-10,314.3699951171875,-7.199016571044922,5305.0
2021-06-11,313.1000061035156,-7.25065279006958,5718.0
2021-06-14,314.42999267578125,-7.184672832489014,5725.60009765625
2021-06-15,312.9800109863281,-7.051278114318848,5513.0
2021-06-16,312.989990234375,-6.953742027282715,5473.2001953125
2021-06-17,314.1400146484375,-6.973823070526123,5440.0
2021-06-18,309.8099975585937,-6.816044330596924,5735.0
2021-06-21,309.2300109863281,-6.922186374664307,5721.7998046875
2021-06-22,309.6499938964844,-6.88202428817749,5814.39990234375
2021-06-23,310.6199951171875,-6.926489353179932,5931.0
2021-06-24,310.4700012207031,-6.935095310211182,6132.7998046875
2021-06-25,311.79998779296875,-6.969520092010498,6126.2001953125
2021-06-28,309.57000732421875,-7.104349136352539,6135.39990234375
2021-06-29,305.4599914550781,-6.978126049041748,6215.0
2021-06-30,305.54998779296875,-6.962347984313965,6413.0
2021-07-01,305.29998779296875,-7.012550354003906,6336.0
2021-07-02,307.260009765625,-6.992469310760498,6403.7998046875
2021-07-05,307.1700134277344,-7.232006549835205,6584.7998046875
2021-07-06,302.7799987792969,-7.065621852874756,6734.0
2021-07-07,304.1300048828125,-7.091439723968506,6696.60009765625
2021-07-08,302.79998779296875,-6.96378231048584,6648.0
2021-07-09,303.8699951171875,-7.0168538093566895,6608.60009765625
2021-07-12,306.1400146484375,-7.0326313972473145,6770.7998046875
2021-07-13,303.70001220703125,-6.94657039642334,6475.60009765625
2021-07-14,302.04998779296875,0.0473200008273124,6269.60009765625
2021-07-15,301.9599914550781,0.047419998794794,6373.39990234375
2021-07-16,300.2099914550781,0.0474399998784065,6445.7998046875
2021-07-19,291.2099914550781,0.0459299981594085,6346.0
2021-07-20,295.95001220703125,0.0461300015449523,6441.60009765625
2021-07-21,294.92999267578125,0.0466700010001659,6489.0
2021-07-22,296.54998779296875,0.0467099994421005,6513.2001953125
2021-07-23,295.92999267578125,0.046739999204874,6508.0
2021-07-26,302.25,0.0464400015771389,6633.39990234375
2021-07-27,299.5,0.0462500005960464,6384.60009765625
2021-07-28,302.2699890136719,0.0478300005197525,6303.2001953125
2021-07-29,304.0299987792969,0.0483000017702579,6368.0
2021-07-30,306.0400085449219,0.048480000346899,6101.0
2021-08-02,307.3099975585937,0.0489800013601779,6216.39990234375
2021-08-03,309.5899963378906,0.0486400015652179,6390.0
2021-08-04,311.6099853515625,0.0490900017321109,6557.60009765625
2021-08-05,315.19000244140625,0.0499100014567375,6747.0
2021-08-06,319.6000061035156,0.0499499998986721,6762.2001953125
2021-08-09,326.9800109863281,0.0509499981999397,6939.7998046875
2021-08-10,329.6400146484375,0.05180000141263,7031.7998046875
2021-08-11,330.1000061035156,0.0528700016438961,7030.39990234375
2021-08-12,329.20001220703125,0.0521200001239776,7039.0
2021-08-13,328.70001220703125,0.0518600009381771,7039.0
2021-08-16,329.4200134277344,0.0523100011050701,7199.0
2021-08-17,334.9700012207031,0.0526500009000301,7401.60009765625
2021-08-18,337.79998779296875,0.0518499985337257,7267.0
2021-08-19,330.7900085449219,0.0503700003027915,6984.7998046875
2021-08-20,326.57000732421875,0.0507399998605251,6840.0
2021-08-23,328.95001220703125,0.0511399991810321,6915.60009765625
2021-08-24,324.2900085449219,0.0509600006043911,7028.0
